ETF,Underlying,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_quality,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_price_ref,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expense_ratio_annual,net_decay_annual,asof_date,product_class,primary_edge_annual,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,schema_v,edge_sign_convention,bucket,execution_eligible
NVDX,NVDA,False,,letf_long,1.996433,ok,-0.049212,1300000.0,-0.049212,False,17.989999771118164,0.74506,0.342432,0.372587,0.0105,0.29253650000000003,2026-09-15,letf,0.29253650000000003,0.06994998360472753,0.1077298321474434,0.13386496541609078,0.16832421572707024,0.19805183885714933,0.188038,0.154394,,,2,short_favorable_positive,bucket_1,True
TSLT,TSLA,False,,letf_long,1.994801,ok,0.000508,100000.0,0.000508,False,12.869999885559082,0.888257,0.498131,0.445333,0.0105,0.4986460555555555,2026-09-15,letf,0.4986460555555555,0.16912373326515495,0.21206450703781168,0.24353395730185678,0.27989985555799446,0.32953556347015345,0.246672,0.251459,,,2,short_favorable_positive,bucket_1,True
BTCL,IBIT,False,,letf_long,1.996438,ok,0.008477,6000.0,0.008477,False,16.700000762939453,0.865646,0.384786,0.43334,0.0095,0.39338073611111113,2026-09-15,letf,0.39338073611111113,0.18441145411712048,0.21869634201525529,0.24787649749551893,0.27086123021986386,0.3173164869013896,0.23574,0.149046,,,2,short_favorable_positive,bucket_1,True
ETU,ETHA,False,,letf_long,1.990744,ok,0.004885,25000.0,0.004885,False,6.570000171661377,1.272229,0.648928,0.639072,0.0095,0.6538808472222222,2026-09-15,letf,0.6538808472222222,0.37445930838437685,0.42505820200435107,0.46047669777700984,0.501191990844162,0.560934263698217,0.451494,0.19743399999999994,,,2,short_favorable_positive,bucket_1,True
CCUP,CRCL,False,,letf_long,1.995494,ok,-0.074916,250000.0,-0.074916,False,23.700000762939453,1.830221,0.999942,0.918361,0.015,0.9239855,2026-09-15,letf,0.9239855,0.5667594933111573,0.6873295338544148,0.7725602269526031,0.8750725510990349,1.0332859742288307,0.892117,0.10782499999999995,,,2,short_favorable_positive,bucket_1,True
CRWU,CRWV,False,,letf_long,1.996305,ok,-0.060876,80000.0,-0.060876,False,30.829999923706055,1.845435,1.059206,0.924425,0.015,0.9974845000000001,2026-09-15,letf,0.9974845000000001,0.6094545400063996,0.7379134384875371,0.8272983370812557,0.9198457931960934,1.0283167376724367,0.904285,0.1549210000000001,,,2,short_favorable_positive,bucket_1,True
AAPX,AAPL,False,,letf_long,2.001328,ok,0.002228,10000.0,0.002228,False,39.7599983215332,0.480721,0.189841,0.240201,0.0105,0.19209994444444445,2026-09-15,letf,0.19209994444444445,0.06138177273149511,0.10003325430680798,0.11889483540395371,0.14194804753782367,0.17495680095505337,0.107964,0.081877,,,2,short_favorable_positive,bucket_1,True
GOOX,GOOGL,False,,letf_long,1.984233,ok,-0.003015,150000.0,-0.003015,False,71.48999786376953,0.596747,0.222795,0.303544,0.0105,0.219738125,2026-09-15,letf,0.219738125,0.0725519041005488,0.11214453075936655,0.13744207614348358,0.16527622795097238,0.20269718368165265,0.139447,0.083348,,,2,short_favorable_positive,bucket_1,True
MSFX,MSFT,False,,letf_long,1.998462,ok,-0.004408,10000.0,-0.004408,False,24.68000030517578,0.551638,0.199221,0.275725,0.0105,0.1947517777777778,2026-09-15,letf,0.1947517777777778,0.07069324223877255,0.10091346598815595,0.12477719175948918,0.14727699142612607,0.18130414200943695,0.125888,0.07333300000000001,,,2,short_favorable_positive,bucket_1,True
NFLU,NFLX,False,,letf_long,2.003759,ok,-0.004758,35000.0,-0.004758,False,18.520000457763672,0.701105,0.245667,0.348239,0.0105,0.24084291666666666,2026-09-15,letf,0.24084291666666666,0.10012262403437273,0.14531772379171892,0.17375933442565952,0.19724049878286928,0.2363472794314321,0.172204,0.073463,,,2,short_favorable_positive,bucket_1,True
ROBN,HOOD,False,,letf_long,1.99493,ok,-0.053968,70000.0,-0.053968,False,31.75,1.421624,0.724883,0.711209,0.0105,0.6701654444444445,2026-09-15,letf,0.6701654444444445,0.3843239701925413,0.46352076749833915,0.5148953688956524,0.57786663626332,0.6597628320394083,0.551877,0.1730060000000001,,,2,short_favorable_positive,bucket_1,True
DJTU,DJT,False,,letf_long,2.00945,ok,-0.182357,80000.0,-0.182357,False,10.319999694824219,1.202617,0.721686,0.598481,0.0105,0.536796263888889,2026-09-15,letf,0.536796263888889,0.02808020506087515,0.138609830480746,0.21001692589366372,0.2786353629372421,0.37736283347786787,0.413747,0.3079390000000001,,,2,short_favorable_positive,bucket_1,True
RBLU,RBLX,False,,letf_long,2.006476,ok,-0.107205,300000.0,-0.107205,False,6.010000228881836,1.30859,0.531764,0.652183,0.0105,0.4230700416666667,2026-09-15,letf,0.4230700416666667,0.19644914657703005,0.29023843315007636,0.3655357786197172,0.4552785537713302,0.5983218877565417,0.47984,0.051924000000000026,,,2,short_favorable_positive,bucket_1,True
SNOU,SNOW,False,,letf_long,1.994157,ok,-0.008153,35000.0,-0.008153,False,61.62839889526367,1.124696,0.404545,0.563996,0.015,0.3962787638888889,2026-09-15,letf,0.3962787638888889,0.18154464148667399,0.29163546412508423,0.3637701909516545,0.4413830060856833,0.5565521229225232,0.369678,0.03486699999999998,,,2,short_favorable_positive,bucket_1,True
SMUP,SMR,False,,letf_long,1.999158,ok,-0.17897,75000.0,-0.17897,False,3.7899999618530273,2.053217,1.21659,1.012281,0.015,1.0351343055555557,2026-09-15,letf,1.0351343055555557,-3.2387083464935387,-3.0193815850052452,0.9451203247832425,2.197564842440019,8.95199567724793,1.077986,0.13860399999999995,,,2,short_favorable_positive,bucket_1,True
GLXU,GLXY,False,,letf_long,2.004013,ok,-0.060234,150000.0,-0.060234,False,4.739999771118164,1.830308,1.008748,0.913321,0.015,0.9476774166666666,2026-09-15,letf,0.9476774166666666,0.6502593992030294,0.7470543614064304,0.8345897090525666,0.9125000414338625,1.0212153052044877,0.893942,0.11480599999999996,,,2,short_favorable_positive,bucket_1,True
AFRU,AFRM,False,,letf_long,1.996452,ok,-0.124297,5000.0,-0.124297,False,9.300000190734863,1.170756,0.565876,0.586418,0.015,0.43985265277777785,2026-09-15,letf,0.43985265277777785,0.07381775749310725,0.17855022768157194,0.26509847548089793,0.36079460612720987,0.5205385605939878,0.396518,0.16935800000000006,,,2,short_favorable_positive,bucket_1,True
KTUP,KTOS,False,,letf_long,2.00487,ok,-0.321911,100000.0,-0.321911,False,5.199999809265137,1.443495,0.750904,0.719994,0.015,0.42452201388888894,2026-09-15,letf,0.42452201388888894,0.02636781435076377,0.11825097832578761,0.20377139602782804,0.2898376941899894,0.38849219690471987,0.576977,0.17392700000000005,,,2,short_favorable_positive,bucket_1,True
TTDU,TTD,False,,letf_long,2.003843,ok,-0.100403,50000.0,-0.100403,False,15.539999961853027,1.038347,0.532568,0.518178,0.015,0.43077051388888893,2026-09-15,letf,0.43077051388888893,-0.015168840658521122,0.11123142571540215,0.1928156215630806,0.2890803973190683,0.4289702388522973,0.32481,0.20775800000000005,,,2,short_favorable_positive,bucket_1,True
BMNU,BMNR,False,,letf_long,1.985822,ok,-0.047683,,-0.047683,False,17.149999618530273,1.800301,1.283834,0.919681,0.015,1.235488736111111,2026-09-15,letf,1.235488736111111,0.6032639801338547,0.7515839325283704,0.8384888712211233,0.9279746958934277,1.0852579201150483,0.881949,0.40188499999999994,,,2,short_favorable_positive,bucket_1,True
SBTU,SBET,False,,letf_long,1.995418,ok,-0.171811,25000.0,-0.171811,False,39.35929870605469,1.57713,0.774236,0.790376,0.015,0.6000387361111111,2026-09-15,letf,0.6000387361111111,0.24246443910852342,0.3887326719874019,0.4839014300173262,0.6022811989737493,0.7313302071594522,0.674826,0.09941,,,2,short_favorable_positive,bucket_1,True
CIFU,CIFR,False,,letf_long,1.999198,ok,-0.53526,45000.0,-0.53526,False,8.329999923706055,2.179112,1.461386,1.089993,0.015,0.9186918333333335,2026-09-15,letf,0.9186918333333335,0.3986601293839105,0.595357281485599,0.7236613338428911,0.8421740140997487,1.023373104682502,1.241224,0.22016199999999997,,,2,short_favorable_positive,bucket_1,True
XRPT,XRP,False,,letf_long,1.994118,ok,0.00484,30000.0,0.00484,False,29.3799991607666,1.388813,0.641261,0.696455,0.0313,0.6461682222222221,2026-09-15,letf,0.6461682222222221,0.3470073055915097,0.45891424752458887,0.5453283781915275,0.6401882090584312,0.773014042086444,0.551445,0.08981600000000001,,,2,short_favorable_positive,bucket_1,True
CHNU,GLNK,False,,letf_long,1.992884,ok,-0.029267,,-0.029267,False,26.038400650024414,1.057202,0.3922,0.530488,0.0185,0.3625265138888889,2026-09-15,letf,0.3625265138888889,0.11017539955394082,0.2305906280373224,0.3066259877881883,0.37778469071300985,0.4902768681749504,0.336239,0.05596099999999998,,,2,short_favorable_positive,bucket_1,True
CRDX,CRDD,False,,letf_long,1.994517,ok,-0.305213,100.0,-0.305213,False,9.194999694824219,1.371811,0.540453,0.687791,0.0185,0.23100093055555554,2026-09-15,letf,0.23100093055555554,-0.02381740152272724,0.15735775558947057,0.26496663004136256,0.3785617351681057,0.5514412811870708,0.527056,0.013396999999999992,,,2,short_favorable_positive,bucket_1,True
